time,signal
1.710730949,-73.92880659
1.716490986,-73.88650101
1.722251022,-73.84419543
1.728011059,-73.74972812
1.733771096,-73.70742254
1.739531133,-73.66511695
1.74529117,-73.62281137
1.751051207,-73.58050579
1.756811244,-73.53820021
1.76257128,-73.49589463
1.768331317,-73.45358904
1.774091354,-73.41128346
1.779851391,-73.36897788
1.785611428,-73.44143888
1.791371465,-73.3991333
1.797131502,-73.35682771
1.802891539,-73.31452213
1.808651575,-73.27221655
1.814411612,-73.22991097
1.820171649,-73.18760539
1.825931686,-73.1452998
1.831691723,-73.10299422
1.83745176,-73.06068864
1.843211797,-72.96740377
1.848971833,-72.92509819
1.85473187,-72.88279261
1.860491907,-72.84048702
1.866251944,-72.79818144
1.872011981,-72.75587586
1.877772018,-72.71357028
1.883532055,-72.6712647
1.889292091,-72.62895911
1.895052128,-72.58665353
1.900812165,-72.65231708
1.906572202,-72.6100115
1.912332239,-72.56770592
1.918092276,-72.52540033
1.923852313,-72.48309475
1.92961235,-72.44078917
1.935372386,-72.39848359
1.941132423,-72.35617801
1.94689246,-72.31387242
1.952652497,-72.27156684
1.958412534,-72.31283699
1.964172571,-72.27053141
1.969932608,-72.22822583
1.975692644,-72.18592025
1.981452681,-72.14361466
1.987212718,-72.10130908
1.992972755,-72.0590035
1.998732792,-72.01669792
2.004492829,-71.97439233
2.010252866,-71.93208675
2.016012902,-71.87472144
2.021772939,-71.83241586
2.027532976,-71.79011027
2.033293013,-71.74780469
2.03905305,-71.70549911
2.044813087,-71.66319353
2.050573124,-71.62088795
2.056333161,-71.57858236
2.062093197,-71.53627678
2.067853234,-71.4939712
2.073613271,-71.10298829
2.079373308,-71.06068271
2.085133345,-71.01837713
2.090893382,-70.97607155
2.096653419,-70.93376596
2.102413455,-70.89146038
2.108173492,-70.8491548
2.113933529,-70.80684922
2.119693566,-70.76454363
2.125453603,-70.72223805
2.13121364,-70.63637464
2.136973677,-70.59406906
2.142733713,-70.55176348
2.14849375,-70.50945789
2.154253787,-70.46715231
2.160013824,-70.42484673
2.165773861,-70.38254115
2.171533898,-70.34023556
2.177293935,-70.29792998
2.183053972,-70.2556244
2.188814008,-70.32911554
2.194574045,-70.28680996
2.200334082,-70.24450438
2.206094119,-70.20219879
2.211854156,-70.15989321
2.217614193,-70.11758763
2.22337423,-70.07528205
2.229134266,-70.03297647
2.234894303,-69.99067088
2.24065434,-69.9483653
2.246414377,-69.84818674
2.252174414,-69.80588116
2.257934451,-69.76357557
2.263694488,-69.72126999
2.269454525,-69.67896441
2.275214561,-69.63665883
2.280974598,-69.59435324
2.286734635,-69.55204766
2.292494672,-69.50974208
2.298254709,-69.4674365
2.304014746,-69.5023735
2.309774783,-69.46006792
2.315534819,-69.41776234
2.321294856,-69.37545676
2.327054893,-69.33315117
2.33281493,-69.29084559
2.338574967,-69.24854001
2.344335004,-69.20623443
2.350095041,-69.16392885
2.355855077,-69.12162326
2.361615114,-69.19125719
2.367375151,-69.14895161
2.373135188,-69.10664603
2.378895225,-69.06434045
2.384655262,-69.02203486
2.390415299,-68.97972928
2.396175336,-68.9374237
2.401935372,-68.89511812
2.407695409,-68.85281254
2.413455446,-68.81050695
2.419215483,-68.75232091
2.42497552,-68.71001533
2.430735557,-68.66770975
2.436495594,-68.62540416
2.44225563,-68.58309858
2.448015667,-68.540793
2.453775704,-68.49848742
2.459535741,-68.45618184
2.465295778,-68.41387625
2.471055815,-68.37157067
2.476815852,-68.43112953
2.482575888,-68.38882394
2.488335925,-68.34651836
2.494095962,-68.30421278
2.499855999,-68.2619072
2.505616036,-68.21960161
2.511376073,-68.17729603
2.51713611,-68.13499045
2.522896147,-68.09268487
2.528656183,-68.05037929
2.53441622,-67.96563274
2.540176257,-67.92332716
2.545936294,-67.88102158
2.551696331,-67.83871599
2.557456368,-67.79641041
2.563216405,-67.75410483
2.568976441,-67.71179925
2.574736478,-67.66949367
2.580496515,-67.62718808
2.586256552,-67.5848825
2.592016589,-67.65844768
2.597776626,-67.61614209
2.603536663,-67.57383651
2.609296699,-67.53153093
2.615056736,-67.48922535
2.620816773,-67.44691977
2.62657681,-67.40461418
2.632336847,-67.3623086
2.638096884,-67.32000302
2.643856921,-67.27769744
2.649616958,-67.20222322
2.655376994,-67.15991764
2.661137031,-67.11761205
2.666897068,-67.07530647
2.672657105,-67.03300089
2.678417142,-66.99069531
2.684177179,-66.94838972
2.689937216,-66.90608414
2.695697252,-66.86377856
2.701457289,-66.82147298
2.707217326,-66.87876002
2.712977363,-66.83645444
2.7187374,-66.79414886
2.724497437,-66.75184328
2.730257474,-66.70953769
2.736017511,-66.66723211
2.741777547,-66.62492653
2.747537584,-66.58262095
2.753297621,-66.54031537
2.759057658,-66.49800978
2.764817695,-65.91984265
2.770577732,-65.87753707
2.776337769,-65.83523149
2.782097805,-65.79292591
2.787857842,-65.75062033
2.793617879,-65.70831474
2.799377916,-65.66600916
2.805137953,-65.62370358
2.81089799,-65.581398
2.816658027,-65.53909241
2.822418063,-65.42220632
2.8281781,-65.37990074
2.833938137,-65.33759515
2.839698174,-65.29528957
2.845458211,-65.25298399
2.851218248,-65.21067841
2.856978285,-65.16837283
2.862738322,-65.12606724
2.868498358,-65.08376166
2.874258395,-65.04145608
2.880018432,-65.13043635
2.885778469,-65.08813077
2.891538506,-65.04582519
2.897298543,-65.0035196
2.90305858,-64.96121402
2.908818616,-64.91890844
2.914578653,-64.87660286
2.92033869,-64.83429728
2.926098727,-64.79199169
2.931858764,-64.74968611
2.937618801,-64.6891574
2.943378838,-64.64685182
2.949138874,-64.60454623
2.954898911,-64.56224065
2.960658948,-64.51993507
2.966418985,-64.47762949
2.972179022,-64.4353239
2.977939059,-64.39301832
2.983699096,-64.35071274
2.989459133,-64.30840716
2.995219169,-64.39706168
3.000979206,-64.35475609
3.006739243,-64.31245051
3.01249928,-64.27014493
3.018259317,-64.22783935
3.024019354,-64.18553377
3.029779391,-64.14322818
3.035539427,-64.1009226
3.041299464,-64.05861702
3.047059501,-64.01631144
3.052819538,-63.98291329
3.058579575,-63.94060771
3.064339612,-63.89830213
3.070099649,-63.85599655
3.075859686,-63.81369096
3.081619722,-63.77138538
3.087379759,-63.7290798
3.093139796,-63.68677422
3.098899833,-63.64446863
3.10465987,-63.60216305
3.110419907,-63.54656611
3.116179944,-63.50426053
3.12193998,-63.46195495
3.127700017,-63.41964936
3.133460054,-63.37734378
3.139220091,-63.3350382
3.144980128,-63.29273262
3.150740165,-63.25042704
3.156500202,-63.20812145
3.162260238,-63.16581587
3.168020275,-63.24975015
3.173780312,-63.20744456
3.179540349,-63.16513898
3.185300386,-63.1228334
3.191060423,-63.08052782
3.19682046,-63.03822223
3.202580497,-62.99591665
3.208340533,-62.95361107
3.21410057,-62.91130549
3.219860607,-62.86899991
3.225620644,-62.81726758
3.231380681,-62.774962
3.237140718,-62.73265642
3.242900755,-62.69035083
3.248660791,-62.64804525
3.254420828,-62.60573967
3.260180865,-62.56343409
3.265940902,-62.5211285
3.271700939,-62.47882292
3.277460976,-62.43651734
3.283221013,-62.37081783
3.288981049,-62.32851224
3.294741086,-62.28620666
3.300501123,-62.24390108
3.30626116,-62.2015955
3.312021197,-62.15928992
3.317781234,-62.11698433
3.323541271,-62.07467875
3.329301308,-62.03237317
3.335061344,-61.99006759
3.340821381,-62.08125515
3.346581418,-62.03894957
3.352341455,-61.99664399
3.358101492,-61.95433841
3.363861529,-61.91203282
3.369621566,-61.86972724
3.375381602,-61.82742166
3.381141639,-61.78511608
3.386901676,-61.74281049
3.392661713,-61.70050491
3.39842175,-61.61734271
3.404181787,-61.57503713
3.409941824,-61.53273155
3.41570186,-61.49042596
3.421461897,-61.44812038
3.427221934,-61.4058148
3.432981971,-61.36350922
3.438742008,-61.32120364
3.444502045,-61.27889805
3.450262082,-61.23659247
3.456022119,-60.87918222
3.461782155,-60.83687664
3.467542192,-60.79457105
3.473302229,-60.75226547
3.479062266,-60.70995989
3.484822303,-60.66765431
3.49058234,-60.62534872
3.496342377,-60.58304314
3.502102413,-60.54073756
3.50786245,-60.49843198
3.513622487,-60.41341151
3.519382524,-60.37110592
3.525142561,-60.32880034
3.530902598,-60.28649476
3.536662635,-60.24418918
3.542422672,-60.20188359
3.548182708,-60.15957801
3.553942745,-60.11727243
3.559702782,-60.07496685
3.565462819,-60.03266126
3.571222856,-60.11992816
3.576982893,-60.07762258
3.58274293,-60.035317
3.588502966,-59.99301141
3.594263003,-59.95070583
3.60002304,-59.90840025
3.605783077,-59.86609467
3.611543114,-59.82378909
3.617303151,-59.7814835
3.623063188,-59.73917792
3.628823224,-59.66774177
3.634583261,-59.62543619
3.640343298,-59.58313061
3.646103335,-59.54082502
3.651863372,-59.49851944
3.657623409,-59.45621386
3.663383446,-59.41390828
3.669143483,-59.37160269
3.674903519,-59.32929711
3.680663556,-59.28699153
3.686423593,-59.3671458
3.69218363,-59.32484022
3.697943667,-59.28253464
3.703703704,-59.24022905
3.709463741,-59.19792347
3.715223777,-59.15561789
3.720983814,-59.11331231
3.726743851,-59.07100672
3.732503888,-59.02870114
3.738263925,-58.98639556
3.744023962,-58.92216617
3.749783999,-58.87986058
3.755544035,-58.837555
3.761304072,-58.79524942
3.767064109,-58.75294384
3.772824146,-58.71063825
3.778584183,-58.66833267
3.78434422,-58.62602709
3.790104257,-58.58372151
3.795864294,-58.54141593
3.80162433,-58.60082037
3.807384367,-58.55851478
3.813144404,-58.5162092
3.818904441,-58.47390362
3.824664478,-58.43159804
3.830424515,-58.38929245
3.836184552,-58.34698687
3.841944588,-58.30468129
3.847704625,-58.26237571
3.853464662,-58.22007012
3.859224699,-58.10662453
3.864984736,-58.06431895
3.870744773,-58.02201337
3.87650481,-57.97970778
3.882264846,-57.9374022
3.888024883,-57.89509662
3.89378492,-57.85279104
3.899544957,-57.81048546
3.905304994,-57.76817987
3.911065031,-57.72587429
3.916825068,-57.81057112
3.922585105,-57.76826554
3.928345141,-57.72595996
3.934105178,-57.68365438
3.939865215,-57.64134879
3.945625252,-57.59904321
3.951385289,-57.55673763
3.957145326,-57.51443205
3.962905363,-57.47212647
3.968665399,-57.42982088
3.974425436,-57.2909655
3.980185473,-57.24865992
3.98594551,-57.20635433
3.991705547,-57.16404875
3.997465584,-57.12174317
4.003225621,-57.07943759
4.008985658,-57.037132
4.014745694,-56.99482642
4.020505731,-56.95252084
4.026265768,-56.91021526
4.032025805,-56.98674183
4.037785842,-56.94443624
4.043545879,-56.90213066
4.049305916,-56.85982508
4.055065952,-56.8175195
4.060825989,-56.77521391
4.066586026,-56.73290833
4.072346063,-56.69060275
4.0781061,-56.64829717
4.083866137,-56.60599158
4.089626174,-56.63757164
4.09538621,-56.59526606
4.101146247,-56.55296048
4.106906284,-56.5106549
4.112666321,-56.46834931
4.118426358,-56.42604373
4.124186395,-56.38373815
4.129946432,-56.34143257
4.135706469,-56.29912698
4.141466505,-56.2568214
4.147226542,-55.87517851
4.152986579,-55.83287293
4.158746616,-55.79056735
4.164506653,-55.74826176
4.17026669,-55.70595618
4.176026727,-55.6636506
4.181786763,-55.62134502
4.1875468,-55.57903944
4.193306837,-55.53673385
4.199066874,-55.49442827
4.204826911,-55.42321317
4.210586948,-55.38090759
4.216346985,-55.338602
4.222107021,-55.29629642
4.227867058,-55.25399084
4.233627095,-55.21168526
4.239387132,-55.16937967
4.245147169,-55.12707409
4.250907206,-55.08476851
4.256667243,-55.04246293
4.26242728,-55.10619311
4.268187316,-55.06388753
4.273947353,-55.02158195
4.27970739,-54.97927637
4.285467427,-54.93697078
4.291227464,-54.8946652
4.296987501,-54.85235962
4.302747538,-54.81005404
4.308507574,-54.76774845
4.314267611,-54.72544287
4.320027648,-54.66366191
4.325787685,-54.62135633
4.331547722,-54.57905075
4.337307759,-54.53674517
4.343067796,-54.49443958
4.348827832,-54.452134
4.354587869,-54.40982842
4.360347906,-54.36752284
4.366107943,-54.32521726
4.37186798,-54.28291167
4.377628017,-54.36779782
4.383388054,-54.32549224
4.389148091,-54.28318666
4.394908127,-54.24088108
4.400668164,-54.19857549
4.406428201,-54.15626991
4.412188238,-54.11396433
4.417948275,-54.07165875
4.423708312,-54.02935317
4.429468349,-53.98704758
4.435228385,-53.93897575
4.440988422,-53.89667017
4.446748459,-53.85436458
4.452508496,-53.812059
4.458268533,-53.76975342
4.46402857,-53.72744784
4.469788607,-53.68514225
4.475548644,-53.64283667
4.48130868,-53.60053109
4.487068717,-53.55822551
4.492828754,-53.64209421
4.498588791,-53.59978863
4.504348828,-53.55748304
4.510108865,-53.51517746
4.515868902,-53.47287188
4.521628938,-53.4305663
4.527388975,-53.38826071
4.533149012,-53.34595513
4.538909049,-53.30364955
4.544669086,-53.26134397
4.550429123,-53.12502269
4.55618916,-53.08271711
4.561949196,-53.04041152
4.567709233,-52.99810594
4.57346927,-52.95580036
4.579229307,-52.91349478
4.584989344,-52.87118919
4.590749381,-52.82888361
4.596509418,-52.78657803
4.602269455,-52.74427245
4.608029491,-52.83029239
4.613789528,-52.7879868
4.619549565,-52.74568122
4.625309602,-52.70337564
4.631069639,-52.66107006
4.636829676,-52.61876448
4.642589713,-52.57645889
4.648349749,-52.53415331
4.654109786,-52.49184773
4.659869823,-52.44954215
4.66562986,-52.3783207
4.671389897,-52.33601512
4.677149934,-52.29370953
4.682909971,-52.25140395
4.688670007,-52.20909837
4.694430044,-52.16679279
4.700190081,-52.1244872
4.705950118,-52.08218162
4.711710155,-52.03987604
4.717470192,-51.99757046
4.723230229,-52.05771207
4.728990266,-52.01540649
4.734750302,-51.97310091
4.740510339,-51.93079532
4.746270376,-51.88848974
4.752030413,-51.84618416
4.75779045,-51.80387858
4.763550487,-51.761573
4.769310524,-51.71926741
4.77507056,-51.67696183
4.780830597,-51.58112911
4.786590634,-51.53882353
4.792350671,-51.49651794
4.798110708,-51.45421236
4.803870745,-51.41190678
4.809630782,-51.3696012
4.815390819,-51.32729562
4.821150855,-51.28499003
4.826910892,-51.24268445
4.832670929,-51.20037887
4.838430966,-50.80677619
4.844191003,-50.76447061
4.84995104,-50.72216502
4.855711077,-50.67985944
4.861471113,-50.63755386
4.86723115,-50.59524828
4.872991187,-50.5529427
4.878751224,-50.51063711
4.884511261,-50.46833153
4.890271298,-50.42602595
4.896031335,-50.33795842
4.901791371,-50.29565283
4.907551408,-50.25334725
4.913311445,-50.21104167
4.919071482,-50.16873609
4.924831519,-50.12643051
4.930591556,-50.08412492
4.936351593,-50.04181934
4.94211163,-49.99951376
4.947871666,-49.95720818
4.953631703,-50.05481562
4.95939174,-50.01251003
4.965151777,-49.97020445
4.970911814,-49.92789887
4.976671851,-49.88559329
4.982431888,-49.8432877
4.988191924,-49.80098212
4.993951961,-49.75867654
4.999711998,-49.71637096
5.005472035,-49.67406537
5.011232072,-49.5526695
5.016992109,-49.51036392
5.022752146,-49.46805834
5.028512182,-49.42575276
5.034272219,-49.38344718
5.040032256,-49.34114159
5.045792293,-49.29883601
5.05155233,-49.25653043
5.057312367,-49.21422485
5.063072404,-49.17191926
5.068832441,-49.24166425
5.074592477,-49.19935866
5.080352514,-49.15705308
5.086112551,-49.1147475
5.091872588,-49.07244192
5.097632625,-49.03013633
5.103392662,-48.98783075
5.109152699,-48.94552517
5.114912735,-48.90321959
5.120672772,-48.86091401
5.126432809,-48.94029091
5.132192846,-48.89798533
5.137952883,-48.85567975
5.14371292,-48.81337416
5.149472957,-48.77106858
5.155232993,-48.728763
5.16099303,-48.68645742
5.166753067,-48.64415183
5.172513104,-48.60184625
5.178273141,-48.55954067
5.184033178,-48.49115052
5.189793215,-48.44884494
5.195553252,-48.40653936
5.201313288,-48.36423377
5.207073325,-48.32192819
5.212833362,-48.27962261
5.218593399,-48.23731703
5.224353436,-48.19501145
5.230113473,-48.15270586
5.23587351,-48.11040028
5.241633546,-48.17411355
5.247393583,-48.13180796
5.25315362,-48.08950238
5.258913657,-48.0471968
5.264673694,-48.00489122
5.270433731,-47.96258563
5.276193768,-47.92028005
5.281953805,-47.87797447
5.287713841,-47.83566889
5.293473878,-47.7933633
5.299233915,-47.67922813
5.304993952,-47.63692255
5.310753989,-47.59461697
5.316514026,-47.55231138
5.322274063,-47.5100058
5.328034099,-47.46770022
5.333794136,-47.42539464
5.339554173,-47.38308905
5.34531421,-47.34078347
5.351074247,-47.29847789
5.356834284,-47.37700868
5.362594321,-47.3347031
5.368354357,-47.29239752
5.374114394,-47.25009194
5.379874431,-47.20778635
5.385634468,-47.16548077
5.391394505,-47.12317519
5.397154542,-47.08086961
5.402914579,-47.03856403
5.408674616,-46.99625844
5.414434652,-47.06410813
5.420194689,-47.02180255
5.425954726,-46.97949697
5.431714763,-46.93719139
5.4374748,-46.89488581
5.443234837,-46.85258022
5.448994874,-46.81027464
5.45475491,-46.76796906
5.460514947,-46.72566348
5.466274984,-46.68335789
5.472035021,-46.59072242
5.477795058,-46.54841683
5.483555095,-46.50611125
5.489315132,-46.46380567
5.495075168,-46.42150009
5.500835205,-46.3791945
5.506595242,-46.33688892
5.512355279,-46.29458334
5.518115316,-46.25227776
5.523875353,-46.20997218
5.52963539,-45.64648085
5.535395427,-45.60417527
5.541155463,-45.56186969
5.5469155,-45.51956411
5.552675537,-45.47725853
5.558435574,-45.43495294
5.564195611,-45.39264736
5.569955648,-45.35034178
5.575715685,-45.3080362
5.581475721,-45.26573061
5.587235758,-45.30332864
5.592995795,-45.26102306
5.598755832,-45.21871748
5.604515869,-45.17641189
5.610275906,-45.13410631
5.616035943,-45.09180073
5.621795979,-45.04949515
5.627556016,-45.00718957
5.633316053,-44.96488398
5.63907609,-44.9225784
5.644836127,-44.82157805
5.650596164,-44.77927247
5.656356201,-44.73696689
5.662116238,-44.69466131
5.667876274,-44.65235572
5.673636311,-44.61005014
5.679396348,-44.56774456
5.685156385,-44.52543898
5.690916422,-44.48313339
5.696676459,-44.44082781
5.702436496,-44.50394457
5.708196532,-44.46163898
5.713956569,-44.4193334
5.719716606,-44.37702782
5.725476643,-44.33472224
5.73123668,-44.29241666
5.736996717,-44.25011107
5.742756754,-44.20780549
5.748516791,-44.16549991
5.754276827,-44.12319433
5.760036864,-44.04450383
5.765796901,-44.00219824
5.771556938,-43.95989266
5.777316975,-43.91758708
5.783077012,-43.8752815
5.788837049,-43.83297591
5.794597085,-43.79067033
5.800357122,-43.74836475
5.806117159,-43.70605917
5.811877196,-43.66375359
5.817637233,-43.74015112
5.82339727,-43.69784554
5.829157307,-43.65553996
5.834917343,-43.61323437
5.84067738,-43.57092879
5.846437417,-43.52862321
5.852197454,-43.48631763
5.857957491,-43.44401204
5.863717528,-43.40170646
5.869477565,-43.35940088
5.875237602,-43.26782727
5.880997638,-43.22552169
5.886757675,-43.18321611
5.892517712,-43.14091053
5.898277749,-43.09860494
5.904037786,-43.05629936
5.909797823,-43.01399378
5.91555786,-42.9716882
5.921317896,-42.92938261
5.927077933,-42.88707703
5.93283797,-42.97258402
5.938598007,-42.93027843
5.944358044,-42.88797285
5.950118081,-42.84566727
5.955878118,-42.80336169
5.961638154,-42.7610561
5.967398191,-42.71875052
5.973158228,-42.67644494
5.978918265,-42.63413936
5.984678302,-42.59183378
5.990438339,-42.51913163
5.996198376,-42.47682605
6.001958413,-42.43452047
6.007718449,-42.39221488
6.013478486,-42.3499093
6.019238523,-42.30760372
6.02499856,-42.26529814
6.030758597,-42.22299256
6.036518634,-42.18068697
6.042278671,-42.13838139
6.048038707,-42.20829348
6.053798744,-42.1659879
6.059558781,-42.12368231
6.065318818,-42.08137673
6.071078855,-42.03907115
6.076838892,-41.99676557
6.082598929,-41.95445999
6.088358965,-41.9121544
6.094119002,-41.86984882
6.099879039,-41.82754324
6.105639076,-41.77321018
6.111399113,-41.7309046
6.11715915,-41.68859901
6.122919187,-41.64629343
6.128679224,-41.60398785
6.13443926,-41.56168227
6.140199297,-41.51937668
6.145959334,-41.4770711
6.151719371,-41.43476552
6.157479408,-41.39245994
6.163239445,-41.47314514
6.168999482,-41.43083956
6.174759518,-41.38853398
6.180519555,-41.3462284
6.186279592,-41.30392281
6.192039629,-41.26161723
6.197799666,-41.21931165
